Número,Valor estimado,Modalidade,Publicação,Tipo,Objeto,Abertura,Situação,Secretaria
2701.02/2020,124425.18,TOMADA DE PREÇOS,2020-01-31,MENOR PREÇO,"PAVIMENTAÇÃO EM PEDRA TOSCA NA LOCALIDADE DE MARAMBAIA NO DISTRITO DE ARANAÚ E NA RUA JOSÉ ANTONIO DA SILVEIRA NO DISTRITO DE JURITIANHA, NO MUNÍCIPIO DE ACARAÚ/CE.",2020-02-19,FECHADA,SECRETARIA DE INFRAESTRUTURA
3001.02/2020,1638480.4,PREGÃO,2020-02-03,MENOR PREÇO,AQUISIÇÃO DE PLAYGROUND E BRINQUEDOS PARA PARQUE INFANTIL A SEREM IMPLANTADOS EM PRAÇAS PÚBLICAS DE RESPONSABILIDADE DA SECRETARIA DE ASSISTENCIA SOCIAL DO MUNICÍPIO DE ACARAÚ/CE.,2020-02-18,FECHADA,SECRETARIA DE ASSISTÊNCIA SOCIAL
2701.01/2020,50319.96,TOMADA DE PREÇOS,2020-01-30,MENOR PREÇO,"CONTRATAÇÃO DOS SERVIÇOS DE HOSPEDAGEM, TRANSPORTE, REFEIÇÃO E ENCAMINHAMENTO DE PESSOAS CARENTES PARA ATEDIMENTO NOS HOSPITAIS DA CIDADE DE FORTALEZA/CE, DE RESPONSABILIDADE DA SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE.",2020-02-17,FECHADA,SECRETARIA DE SAÚDE
3001.01/2020 PP,233200.0,PREGÃO,2020-01-31,MENOR PREÇO,"LOCAÇÃO DE 02 (DOIS) ÔNIBUS RODOVIÁRIOS, PARA USO EXCLUSIVO DO TRANSPORTE UNIVERSITÁRIO DE RESPONSABILIDADE DA SECRETARIA DE EDUCAÇÃO DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2020-02-13,FECHADA,SECRETARIA DE EDUCAÇÃO
1001.01/2020 PP,523370.0,PREGÃO,2020-01-13,MENOR PREÇO,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS DE PUBLICAÇÕES OFICIAIS, EM JORNAIS DE GRANDE CIRCULAÇÃO E DIÁRIOS OFICIAIS, DESTINADOS AS DIVERSAS SECRETARIAS DO MUNICIPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2020-01-24,FECHADA,SECRETARIAS DIVERSAS
1501.01/2020 PP - SRP,4453010.1,PREGÃO,2020-01-17,MENOR PREÇO,"SELEÇÃO DE MELHOR PROPOSTA PARA REGISTRO DE PREÇOS VISANDO A CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO SERVIÇO DE PROVIMENTO DE SOLUÇÃO INTEGRADA PARA IMPLANTAÇÃO, TREINAMENTO, MANUTENÇÃO DE EQUIPAMENTOS PARA AUTOMAÇÃO DA SECRETARIA DE SAÚDE DE ACARAÚ/CE.",2020-01-16,FECHADA,SECRETARIA DE INFRAESTRUTURA
2611.01/2019,434534.18,TOMADA DE PREÇOS,2019-11-27,MENOR PREÇO,"PAVIMENTAÇÃO EM PEDRA TOSCA NAS RUAS GEUDES MELO, TRAVESSA MESTRE URBANO NA SEDE E RUA PRINCIPAL NA LOCALIDADE DE ALMÉCEGAS, SEDE DO MUNICÍPIO DE ACARAÚ/CE",2019-12-13,FECHADA,SECRETARIA DE INFRAESTRUTURA
2510.01/2019 TP,477545.36,TOMADA DE PREÇOS,2019-10-31,MENOR PREÇO,"CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE SERVIÇO TAPA BURACO EM VIAS E LOGRADOUROS PÚBLICOS (2ª ETAPA), NA SEDE, DISTRITOS E LOCALIDADES DO MUNICÍPIO DE ACARAÚ/CE.",2019-11-21,FECHADA,Não Identificada
2110.01/2019 TP,462204.2,TOMADA DE PREÇOS,2019-10-23,MENOR PREÇO,"RECAPEAMENTO ASFÁLTICO EM VIAS PÚBLICAS, POVOADO DE VOLTA DO RIO, DISTRITO DE JURITIANHA, NO MUNICÍPIO DE ACARAÚ/CE.",2019-11-14,FECHADA,SECRETARIA DE INFRAESTRUTURA
2110.02/2019 TP,60912.28,TOMADA DE PREÇOS,2019-10-23,MENOR PREÇO,"CONSTRUÇÃO DE CAIXA DÁGUA ELEVADA EM DIVERSAS LOCALIDADES NO MUNICÍPIO DE ACARAÚ/CE, CONFORME PROJETO BÁSICO.",2019-11-14,FECHADA,SECRETARIA DE INFRAESTRUTURA
1810.05/2019 TP,443629.96,TOMADA DE PREÇOS,2019-10-23,MENOR PREÇO,"PAVIMENTAÇÃO EM PEDRA TOSCA NAS RUAS GEUDES MELO, TRAVESSA MESTRE URBANO NA SEDE E RUA PRINCIPAL NA LOCALIDADE DE ALMÉCEGAS, SEDE DO MUNICÍPIO DE ACARAÚ/CE.",2019-11-12,ANULADA,SECRETARIA DE INFRAESTRUTURA
1810.04/2019 TP,417879.08,TOMADA DE PREÇOS,2019-10-18,MENOR PREÇO,"PAVIMENTAÇÃO EM PEDRA TOSCA NO ACESSO A PRAIA DE ESPRAIADO (2ª ETAPA), DISTRITO DE JURITIANHA NO MUNICÍPIO DE ACARAÚ/CE.",2019-11-11,FECHADA,SECRETARIA DE INFRAESTRUTURA
1810.03/2019 TP,387713.58,TOMADA DE PREÇOS,2019-10-18,MENOR PREÇO,"PAVIMENTAÇÃO EM PEDRA TOSCA NO POVOADO DE VOLTA DO RIO, DISTRITO DE JURITIANHA, NO MUNICÍPIO DE ACARAÚ/CE, CONFORME PROJETO BÁSICO.",2019-11-08,FECHADA,SECRETARIA DE INFRAESTRUTURA
1810.02/2019 TP,700489.12,TOMADA DE PREÇOS,2019-10-21,MENOR PREÇO,"CONSTRUÇÃO DO CALÇADÃO EM TRECHO DA AVENIDA NICODEMOS ARAÚJO, SEDE DO MUNICÍPIO DE ACARAÚ/CE.",2019-11-06,REVOGADA,SECRETARIA DE INFRAESTRUTURA
1810.01/2019 TP,262012.38,TOMADA DE PREÇOS,2019-10-21,MENOR PREÇO,CONSTRUÇÃO DE PRAÇAS PARA ACADEMIA DE SAÚDE AO AR LIVRE NO MUNICÍPIO DE ACARAÚ/CE.,2019-11-06,FECHADA,SECRETARIA DE INFRAESTRUTURA
0110.01/2019 PP,45680.04,PREGÃO,2019-10-03,MENOR PREÇO,"LOCAÇÃO COM MANUTENÇÃO PREVENTIVA E CORRETIVA DE UM VENTILADOR PULMONAR DE TRANSPORTE E DE UM OXÍMETRO DE PULSO, DE RESPONSABILIDADE DA SECRETARIA DE SAUDE DO MUNICÍPIO DE ACARAÚ/CE",2019-10-16,FECHADA,SECRETARIA DE INFRAESTRUTURA
1209.01/2019 TP,20966.65,TOMADA DE PREÇOS,2019-09-17,MENOR PREÇO,"CONTRATAÇÃO DOS SERVIÇOS DE HOSPEDAGEM, TRANSPORTE, REFEIÇÃO E ENCAMINHAMENTO DE PESSOAS CARENTES PARA ATEDIMENTO NOS HOSPITAIS DA CIDADE DE FORTALEZA/CE.",2019-10-03,FRACASSADA,Não Identificada
1109.01/2019 PP,56786.64,PREGÃO,2019-09-18,MENOR PREÇO,"AQUISIÇÃO DE 04 (QUATRO) MOTOCICLETAS, DESTINADAS A SECRETARIA DE SEGURANÇA E TRÂNSITO DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2019-10-01,FECHADA,SECRETARIA DE SEGURANÇA E TRÂNSITO
0609.01/2019 TP,2044305.94,TOMADA DE PREÇOS,2019-09-12,MENOR PREÇO,"REFORMA DE QUATORZE UNIDADES BÁSICAS DE SAÚDE NO MUNICÍPIO DE ACARAÚ/CE, CONFORME PROJETO BÁSICO.",2019-09-30,FECHADA,SECRETARIA DE INFRAESTRUTURA
1408.01/2019 TP,174627.61,TOMADA DE PREÇOS,2019-08-20,MENOR PREÇO,"CONSTRUÇÃO DE BUEIROS EM DIVERSAS LOCALIDADES DO MUNICÍPIO DE ACARAÚ/CE, CONFORME PROJETO BÁSICO",2019-09-05,FECHADA,SECRETARIA DE INFRAESTRUTURA
0808.03/2019 TP,20966.65,TOMADA DE PREÇOS,2019-08-13,MENOR PREÇO,"CONTRATAÇÃO DOS SERVIÇOS DE HOSPEDAGEM, TRANSPORTE, REFEIÇÃO E ENCAMINHAMENTO DE PESSOAS CARENTES PARA ATEDIMENTO NOS HOSPITAIS DA CIDADE DE FORTALEZA/CE.",2019-08-30,FRACASSADA,Não Identificada
0808.01/2019 TP,131666.65,TOMADA DE PREÇOS,2019-08-13,MENOR PREÇO,"CONTRATAÇÃO DE PESSOA JURÍDICA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE PLANEJAMENTO, DESENVOLVIMENTO, ORGANIZAÇÃO, COORDENAÇÃO E EXECUÇÃO DO PROJETO DE INOVAÇÃO, ACELERAÇÃO DE EMPRESAS STARTUPS  INOVA ACARAÚ/CE.",2019-08-29,FECHADA,Não Identificada
0708.01/2019 TP,680400.0,TOMADA DE PREÇOS,2019-08-12,MENOR PREÇO,"PRESTAÇÃO DE SERVIÇOS DE EXAMES DE ULTRASSONOGRAFIA, DESTINADOS A SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE.",2019-08-28,FECHADA,SECRETARIA DE SAÚDE
2407.01/2019 PE,401115.8,PREGÃO,2019-07-26,MENOR PREÇO,AQUISIÇÃO DE MEDICAMENTOS DESTINADOS AS UNIDADES BÁSICAS DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE.,2019-08-19,FECHADA,SECRETARIA DE SAÚDE
2507.02/2019 PP,273725.46,PREGÃO,2019-05-30,MENOR PREÇO,"AQUISIÇÃO DE FARDAMENTO ESCOLAR, DESTINADO AOS ALUNOS DA REDE PÚBLICA MUNICIPAL DE EDUCAÇÃO INFANTIL E DE ENSINO FUNDAMENTAL DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2019-08-16,FECHADA,SECRETARIA DE EDUCAÇÃO
2507.01/2019 PP,44184.0,PREGÃO,2019-07-30,MENOR PREÇO,"AQUISIÇÃO DE 04 (QUATRO) MOTOCICLETAS, DESTINADAS A SECRETARIA DE SEGURANÇA E TRÂNSITO DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2019-08-15,DESERTA,SECRETARIA DE SEGURANÇA E TRÂNSITO
1807.01/2019 PP,153530.02,PREGÃO,2019-07-25,MENOR PREÇO,"AQUISIÇÃO DE MATERIAIS PERMANENTES, DESTINADOS AS UNIDADES BÁSICAS DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2019-08-14,FECHADA,SECRETARIA DE SAÚDE
1507.01/2019 PP,329208.0,PREGÃO,2019-07-25,MENOR PREÇO,"CONTRATAÇÃO DE EMPRESA PARA PRESTAR SERVIÇOS NO FORNECIMENTO DE 1.450 MB DE LINK DEDICADO DE INTERNET, DESTINADOS AS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2019-08-13,FECHADA,SECRETARIAS DIVERSAS
1607.01/2019 TP,180000.0,TOMADA DE PREÇOS,2019-07-24,MENOR PREÇO,"CONTRATAÇÃO DE PRESTAÇÃO DE SERVIÇOS DE NATUREZA JURÍDICA  ASSESSORIA E CONSULTORIA  JUNTO ÁS SECRETARIAS DE ADMINISTRAÇÃO E FINANÇAS, SAÚDE E ASSISTÊNCIA SOCIAL DO MUNICIPIO DE ACARAÚ, COM VISTAS AO INTERESSE DA MUNICIPALIDADE.",2019-08-07,FECHADA,SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS
0807.01/2019 PP,85966.66,PREGÃO,2019-07-09,MENOR PREÇO,"AQUISIÇÃO DE 01 (UM) VEÍCULO AUTOMOTOR, DESTINADO A SECRETARIA DE SEGURANÇA E TRÂNSITO DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2019-07-19,FECHADA,SECRETARIA DE SEGURANÇA E TRÂNSITO
2606.01/2019 TP,197868.98,TOMADA DE PREÇOS,2019-06-28,MENOR PREÇO,"CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE SERVIÇO TAPA BURACO EM VIAS E LOGRADOUROS PÚBLICOS NA SEDE DO MUNICÍPIO DE ACARAÚ/CE, CONFORME PROJETO BÁSICO.",2019-07-16,FECHADA,Não Identificada
1406.01/2019 PP,85966.66,PREGÃO,2019-07-02,MENOR PREÇO,"AQUISIÇÃO DE 02 (DOIS) VEÍCULOS AUTOMOTORES, DESTINADOS A SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2019-07-15,FECHADA,SECRETARIA DE INFRAESTRUTURA
1305.02/2019 PP,188646.44,PREGÃO,2019-05-28,MENOR PREÇO,"CONTRATAÇÃO DE SERVIÇOS TÉCNICOS ESPECIALIZADOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA DE APARELHOS DE REFRIGERADORES, FREEZERS E SIMILARES E AR CONDICIONADOS, DESTINADOS AS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2019-07-11,FECHADA,SECRETARIA DE INFRAESTRUTURA
2205.01/2019 TP,117600.0,TOMADA DE PREÇOS,2019-07-04,MENOR PREÇO,"CONTRATAÇÃO DE SERVIÇOS CONTÁBEIS E PROCESSAMENTO DE DADOS PARA OS CONSELHOS ESCOLARES MUNICIPAIS JUNTO AO MINISTÉRIO DO TRABALHO, RECEITA FEDERAL DO BRASIL E RECEITA PREVIDENCIÁRIA, DE RESPONSABILIDADE DA SECRETARIA DE EDUCAÇÃO DO MUNICÍPIO DE ACARAÚ/CE.",2019-06-28,FECHADA,SECRETARIA DE EDUCAÇÃO
0606.02/2019 TP,1067237.24,TOMADA DE PREÇOS,2019-06-10,MENOR PREÇO,"CONSTRUÇÃO DE CAMPINHOS DE FUTEBOL EM DIVERSAS LOCALIDADES DO MUNICÍPIO DE ACARAÚ/CE, CONFORME PROJETO BÁSICO.",2019-06-26,FECHADA,SECRETARIA DE INFRAESTRUTURA
2905.02/2019 TP,521939.59,TOMADA DE PREÇOS,2019-06-07,MENOR PREÇO,"CONTRATAÇÃO DE SERVIÇOS PARA CONCLUSÃO DAS AMPLIAÇÕES DE DUAS SALAS DE AULA NA EEIEF JOÃO RIBEIRO RAMOS  META 01, NA EEIEF HEMÍNIA FRANKLINA DA SILVEIRA  META 02, NO CEI DONA MINERVINA ROCHA  META 03, E NAS QUATRO SALAS DE AULA NA EEIEF JOÃO JAIME FERREIRA GOMES FILHO  META 04, NO MUNICÍPIO DE ACARAÚ/CE, CONFORME PROJETO BÁSICO.",2019-06-26,FECHADA,Não Identificada
0805.01/2019 PP,847600.0,PREGÃO,2019-06-06,MENOR PREÇO,"CONTRATAÇÃO DE SERVIÇOS PARA FORNECIMENTO DE REFEIÇÕES, LANCHES PRONTOS E SERVIÇOS DE BUFFET, DESTINADOS AS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2019-06-25,FECHADA,SECRETARIAS DIVERSAS
2905.01/2019 TP,214276.98,TOMADA DE PREÇOS,2019-05-31,MENOR PREÇO,"CONTRATAÇÃO DE SERVIÇOS ESPECIALIZADOS PARA REALIZAR O PRÉ-VESTIBULAR (CAPACITAÇÃO) DE ALUNOS DA REDE PÚBLICA MUNICIPAL DE ENSINO MÉDIO DE ACARAÚ/CE, PARA PARTICIPAR DE ENEM (EXAME NACIONAL DO ENSINO MÉDIO), ATRAVÉS DA SECRETARIA DE EDUCAÇÃO DESTE MUNICÍPIO.",2019-06-18,FECHADA,SECRETARIA DE EDUCAÇÃO
2705.01/2019 PP,290812.5,PREGÃO,2019-06-04,MENOR PREÇO,"CONTRATAÇÃO DE EMPRESA PARA PRESTAR SERVIÇOS NO FORNECIMENTO DE 1.140 GB DE LINK DEDICADO DE INTERNET, DESTINADOS AS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2019-06-17,REVOGADA,SECRETARIAS DIVERSAS
1505.03/2019 PP,3362649.38,PREGÃO,2019-05-20,MENOR PREÇO,"AQUISIÇÃO DE MATERIAISAMBULATORIAIS E ODONTOLÓGICOS, DESTINADOSA SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2019-06-06,FECHADA,SECRETARIA DE SAÚDE
1505.02/2019 PP,187154.15,PREGÃO,2019-05-20,MENOR PREÇO,"AQUISIÇÃO DE MATERIAL PERMANENTE E DE INFORMÁTICA PARA A SEDE DA SECRETARIA DE EDUCAÇÃO E ESCOLAS DA REDE MUNICIPAL DE ENSINO DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2019-06-05,FECHADA,SECRETARIA DE EDUCAÇÃO
1505.01/2019 PP,176688.29,PREGÃO,2019-05-20,MENOR PREÇO,"AQUISIÇÃO DE MATERIAL PERMANENTE E DE INFORMÁTICA, PARA ATENDER AS NECESSIDADES DOS PROGRAMAS, SERVIÇOS E PROJETOS DA SECRETARIA DE ASSISTÊNCIA SOCIAL DO MUNICÍPIO ACARAÚ/CE.",2019-06-03,FECHADA,SECRETARIA DE ASSISTÊNCIA SOCIAL
1305.01/2019 PP,298951.99,PREGÃO,2019-05-16,MENOR PREÇO,"AQUISIÇÃO DE MATERIAL DE LIMPEZA E HIGIENE PESSOAL, DESTINADOS AOS PROGRAMAS E A SECRETARIA DE ASSISTÊNCIA SOCIAL DO MUNICÍPIO ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2019-05-29,FECHADA,SECRETARIA DE ASSISTÊNCIA SOCIAL
0305.01/2019 TP,139200.0,TOMADA DE PREÇOS,2019-05-06,MENOR PREÇO,"PRESTAÇÃO DE SERVIÇOS DE ASSESSORIA ADMINISTRATIVA ESPECIALIZADA E CONTINUADA NA ORIENTAÇÃO E APOIO DAS UNIDADES EXECUTORAS DO SISTEMA DE CONTROLE INTERNO EXCLUSIVAMENTE NAS ÁREAS DE ALMOXARIFADO, BENS PERMANENTES E CONTROLE DE FROTA DE VEÍCULOS, COM FORNECIMENTO DE SISTEMA INFORMATIZADO DE CONTROLE, DESTINADOS AS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAU/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2019-05-22,FECHADA,SECRETARIA DE INFRAESTRUTURA
2204.01/2019 TP,5000000.0,TOMADA DE PREÇOS,2019-04-29,MENOR PREÇO,"CONTRATAÇÃO DE SERVIÇOS ESPECIALIZADOS EM ASSESSORIA E CONSULTORIA PREVIDENCIÁRIA VISANDO A RECUPERAÇÃO DE CRÉDITOS, JUNTO A FAZENDA NACIONAL DE RESPONSABILIDADE DA SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO E FINANÇAS DE ACARAÚ/CE.",2019-05-15,FECHADA,SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS
1504.01/2019 PP,2146663.09,PREGÃO,2019-04-24,MENOR PREÇO,"CONTRATAÇÃO DE SERVIÇOS DE IMPRESSÃO OFF-SET, LASER E DIGITAL, DESTINADOS AS SECRETARIAS DE EDUCAÇÃO, SAÚDE E ASSISTÊNCIA SOCIAL DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2019-05-08,FECHADA,SECRETARIA DE ASSISTÊNCIA SOCIAL
0204.01/2019 PE,11847271.2,PREGÃO,2019-04-17,MENOR PREÇO,"CONTRATAÇÃO DE PESSOA JURÍDICA PARA PRESTAÇÃO DE SERVIÇOS DE MÃO DE OBRA TERCEIRIZADA, DE FORMA CONTÍNUA, REGIDO PELA CONSOLIDAÇÃO DAS LEIS TRABALHISTAS (CLT), PARA ATENDER ÀS NECESSIDADES DE DIVERSAS SECRETARIAS DA PREFEITURA MUNICIPAL DE ACARAU/CE.",2019-05-06,FECHADA,SECRETARIAS DIVERSAS
0304.01/2019 TP,207630.9,TOMADA DE PREÇOS,2019-04-10,MENOR PREÇO,"COMPRA DE SERVIÇOS COMPLEMENTARES JUNTO AO SUS - SISTEMA ÚNICO DE SAÚDE: CONSULTAS ESPECIALIZADAS DE OTORRINOLARINGOLOGIA, EXAMES DE LARINGOSCOPIA, EXAMES DE NASOFIBROSCOPIA, REMOÇÃO DE CORPO ESTRANHO (NARIZ, OUVIDO) E BIÓPSIA DE CAVIDADE ORAL, NASAL, AURICULAR, DE RESPONSABILIDADE DA SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAU/CE.",2019-04-29,DESERTA,SECRETARIA DE SAÚDE
2603.01/2019 PP,222555.02,PREGÃO,2019-03-29,MENOR PREÇO,"AQUISIÇÃO DE MATERIAIS DE LIMPEZA, COPA E COZINHA, DESTINADOS A SECRETARIA MUNICIPAL DE EDUCAÇÃO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2019-04-23,FECHADA,SECRETARIA DE EDUCAÇÃO
1303.02/2019 TP,376268.61,TOMADA DE PREÇOS,2019-03-21,MENOR PREÇO,"PRESTAÇÃO DE SERVIÇOS DE ROÇADA MANUAL E CORTE DE CAPOEIRA FINA A FOICE EM DIVERSOS TRECHOS DE ESTRADAS DO MUNICÍPIO DE ACARAU/CE, CONFORME PROJETO BÁSICO.",2019-04-09,FECHADA,SECRETARIA DE INFRAESTRUTURA
1303.03/2019 TP,728835.74,TOMADA DE PREÇOS,2019-03-21,MENOR PREÇO,"PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO VIÁRIA EM DIVERSAS RUAS DA SEDE E DISTRITOS DO MUNICÍPIO DE ACARAU/CE, CONFORME PROJETO BÁSICO.",2019-04-08,FECHADA,SECRETARIA DE INFRAESTRUTURA
2602.02/2019 CP,1302333.3,CONCORRÊNCIA,2019-03-01,MENOR PREÇO,"LOCAÇÃO DE MÁQUINAS PESADAS DESTINADAS A SECRETARIA DE INFRAESTRUTURA DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2019-04-03,REVOGADA,SECRETARIA DE INFRAESTRUTURA
1303.01/2019 PP,80870.0,PREGÃO,2019-03-15,MENOR PREÇO,"AQUISIÇÃO DE CESTAS BÁSICAS COM VISTAS A CONCESSÃO DE BENEFÍCIOS EVENTUAIS, DESTINADAS AS FAMÍLIAS CARENTES DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2019-03-29,FECHADA,SECRETARIA DE ASSISTÊNCIA SOCIAL
1103.01/2019,72000.0,PREGÃO,2019-03-13,MENOR PREÇO,"CONTRATAÇÃO DE SERVIÇOS XEROGRÁFICOS EM PAPEL A4 PARA DOCUMENTOS, DESTINADOS AS ATIVIDADES DA SECRETARIA DE EDUCAÇÃO DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2019-03-27,FECHADA,SECRETARIA DE EDUCAÇÃO
2602.01/2019 PP,1306277.59,PREGÃO,2019-03-01,MENOR PREÇO,"AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS (PERECÍVEIS E NÃO-PERECÍVEIS), DESTINADOS AOS PROGRAMAS DE RESPONSABILIDADE DA SECRETARIA DE ASSISTÊNCIA SOCIAL DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2019-03-20,FECHADA,SECRETARIA DE ASSISTÊNCIA SOCIAL
1802.01/2019,333093.59,PREGÃO,2019-02-25,MENOR PREÇO,"AQUISIÇÃO DE MATERIAL ELÉTRICO, HIDRÁULICO E DE CONSTRUÇÃO, DESTINADOS AS SECRETARIAS DE ASSISTÊNCIA SOCIAL, INFRAESTRUTURA, SAÚDE E EDUCAÇÃO DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO NO EDITAL.",2019-03-15,FECHADA,SECRETARIA DE ASSISTÊNCIA SOCIAL
1104.01/2019 TP,5833.33,TOMADA DE PREÇOS,2019-04-15,MENOR PREÇO,"CONTRATAÇÃO DE SERVIÇOS ESPECIALIZADOS EM ASSESSORIA E CONSULTORIA NA ÁREA DE PLANEJAMENTO DAS AÇÕES RELACIONADAS AO TURISMO, JUNTO A SECRETARIA DE TURISMO E CULTURA DO MUNICÍPIO DE ACARAÚ/CE.",2019-03-14,DESERTA,SECRETARIA DE TURISMO E CULTURA
2202.02/2019 TP,172333.26,TOMADA DE PREÇOS,2019-02-25,MENOR PREÇO,"PRESTAÇÃO DE SERVIÇOS DE CONSULTORIA E ASSESSORIA TÉCNICA NA EXECUÇÃO DOS PROGRAMAS, ESPECIALMENTE O PROGRAMA CRIANÇA FELIZ, E OS DIVERSOS SERVIÇOS REALIZADOS PELA SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL DO MUNICÍPIO DE ACARAÚ/CE.",2019-03-14,FECHADA,SECRETARIA DE ASSISTÊNCIA SOCIAL
2002.01/2019 TP,58333.3,TOMADA DE PREÇOS,2019-02-22,MENOR PREÇO,"CONTRATAÇÃO DE SERVIÇOS ESPECIALIZADOS EM ASSESSORIA E CONSULTORIA NA ÁREA DE PLANEJAMENTO DAS AÇÕES RELACIONADAS AO TURISMO, JUNTO A SECRETARIA DE TURISMO E CULTURA DO MUNICÍPIO DE ACARAÚ/CE.",2019-03-14,DESERTA,SECRETARIA DE TURISMO E CULTURA
1902.01/2019 PP,202536.41,PREGÃO,2019-02-22,MENOR PREÇO,"AQUISIÇÃO DE MATERIAL DE EXPEDIENTE, DESTINADOS AS DIVERSAS SECRETARIAS MUNICIPAIS DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO NO EDITAL.",2019-03-13,FECHADA,SECRETARIAS DIVERSAS
1402.01/2019 PP,88604.0,PREGÃO,2019-02-20,MENOR PREÇO,"AQUISIÇÃO DE AUXILIO NATALIDADE (KIT BEBÊ) PARA DOAÇÃO DE BENEFÍCIOS EVENTUAIS ÀS FAMÍLIAS EM SITUAÇÃO DE RISCO E VULNERABILIDADE SOCIAL, ATRAVÉS DA SECRETARIA DE ASSISTÊNCIA SOCIAL DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2019-03-12,FECHADA,SECRETARIA DE ASSISTÊNCIA SOCIAL
1302.01/2019 PP,599630.87,PREGÃO,2019-02-20,MENOR PREÇO,AQUISIÇÃO DE MATERIAIS DE EXPEDIENTE PARA ATENDER AS NECESSIDADES DOS PROGRAMAS DA SECRETARIA DE ASSISTÊNCIA SOCIAL DO MUNICÍPIO ACARAÚ/CE.,2019-03-11,FECHADA,SECRETARIA DE ASSISTÊNCIA SOCIAL
1102.02/2019 PP,157398.26,PREGÃO,2019-02-15,MENOR PREÇO,"AQUISIÇÃO DE MATERIAIS DE EXPEDIENTE, DESTINADOS A SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2019-03-08,FECHADA,SECRETARIA DE SAÚDE
