Número,"Valor estimado",Modalidade,Publicação,Tipo,Objeto,Abertura,Situação
0806.02/2020,"3.126.178,68","TOMADA DE PREÇOS",10/06/2020,"MENOR PREÇO","RESTAURAÇÃO DE ESTRADAS VICINAIS EM DIVERSOS TRECHOS NO MUNICÍPIO DE ACARAU/CE, CONFORME PROJETO BÁSICO.",29/06/2020,FECHADA
2704.01/2020,"640.512,10",PREGÃO,01/06/2020,"MENOR PREÇO","CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS MECÂNICOS, ELÉTRICOS, FUNILARIA E PINTURA, DESTINADOS A FROTA OFICIAL DE VEICULOS DAS DIVERSAS SECRETARIAS DA PREFEITURA MUNICIPAL DE ACARAU/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",15/06/2020,FECHADA
2704.02/2020,"647.440,00",PREGÃO,27/04/2020,"MENOR PREÇO","AQUISIÇÃO DE CESTAS BÁSICA COM VISTAS A CONCESSÃO DE BENEFÍCIOS EVENTUAIS, DESTINADOS AS FAMÍLIAS CARENTES DO MUNICÍPIO DE ACARAÚ/CE.",18/05/2020,FECHADA
1103.02/2020,"204.017,07",PREGÃO,02/04/2020,"MENOR PREÇO","AQUISIÇÃO DE MATERIAL DE EXPEDIENTE PARA ATENDER A SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",22/04/2020,FECHADA
"1803.01/2020 TP","135.180,00","TOMADA DE PREÇOS",02/04/2020,"MENOR PREÇO","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇO DE COLETA, TRANSPORTE E DESTINAÇÃO FINAL (INCINERAÇÃO) DE RESÍDUOS SÓLIDOS DOS GRUPOS A, B E E, PROVENIENTES DAS UNIDADES BÁSICAS DE SAÚDE - UBS DO MUNICÍPIO DE ACARAÚ/CE.",20/04/2020,FECHADA
1703.01/2020,"6,75",PREGÃO,02/04/2020,"MENOR PREÇO","FORNECIMENTO DE PEÇAS E ACESSÓRIOS ORIGINAIS OU GENUINAS, PARA SUPRIR AS NECESSIDADES DOS VEÍCULOS OFICIAIS QUE COMPÔEM A FROTA DA PREFEITURA MUNICIPAL DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO NO EDITAL.",16/04/2020,FECHADA
1003.01/2020,"34.607,67",PREGÃO,23/03/2020,"MENOR PREÇO","AQUISIÇÃO DE MATERIAL PERMANENTE E INFORMÁTICA DESTINADOS AO FUNDO MUNICIPAL DE DEFESA DO MEIO AMBIENTE (FUNDEMA), DO MUNICÍPIO DE ACARAÚ/CE.",06/04/2020,FECHADA
"1103.01/2020 PE","865.449,09",PREGÃO,16/03/2020,"MENOR PREÇO","AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS, DESTINADOS AOS SERVIÇOS, PROGRAMAS E PROJETOS DA SECRETARIA DE ASSISTÊNCIA SOCIAL DO MUNICÍPIO DE ACARAÚ/CE",01/04/2020,FECHADA
"0503.02/2020 TP","375.402,78","TOMADA DE PREÇOS",09/03/2020,"MENOR PREÇO","PRESTAÇÃO DE SERVIÇOS DE ROÇADA MANUAL E CORTE DE CAPOEIRA FINA A FOICE EM DIVERSOS TRECHOS DE ESTRADAS DO MUNICÍPIO DE ACARAU/CE, CONFORME PROJETO BÁSICO.",27/03/2020,FECHADA
0503.01/2020,"83.620,00",PREGÃO,09/03/2020,"MENOR PREÇO","AQUISIÇÃO DE 01 (UM) VEÍCULO ADAPTADO PARA AMBULÂNCIA COM CAPACIDADE PARA 05 PASSAGEIROS, PARA REALIZAR O TRANSPORTE DE PACIENTES DO MUNICÍPIO DE ACARAÚ/CE, DE RESPONSABILIDADE DA SECRETARIA MUNICIPAL DE SAÚDE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",26/03/2020,DESERTA
2002.02/2020,"278.046,00","TOMADA DE PREÇOS",28/02/2020,"MENOR PREÇO","CONTRATAÇÃO DE SERVIÇOS ESPECIALIZADOS PARA REALIZAR O PRÉ-VESTIBULAR (CAPACITAÇÃO) DE ALUNOS DA REDE PÚBLICA MUNICIPAL DE ENSINO MÉDIO DE ACARAÚ/CE, PARA PARTICIPAR DE ENEM (EXAME NACIONAL DO ENSINO MÉDIO), ATRAVÉS DA SECRETARIA DE EDUCAÇÃO DESTE MUNICÍPIO.",18/03/2020,FECHADA
2002.01/2020,"386.300,39","TOMADA DE PREÇOS",28/02/2020,"MENOR PREÇO","DRENAGEM DE ÁGUAS PLUVIAIS NO BAIRRO DE PEDRINHAS NO MUNICÍPIO DE ACARAU/CE, CONFORME PROJETO BÁSICO.",17/03/2020,FECHADA
2002.03/2020,"144.279,42",PREGÃO,28/03/2020,"MENOR PREÇO","AQUISIÇÃO DE GÁS DE COZINHA (GLP), DESTINADOS AS DIVERSAS SECRETARIAS MUNICIPAIS DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",12/03/2020,FECHADA
1902.01/2020,"578.399,80",PREGÃO,26/02/2020,"MENOR PREÇO","AQUISIÇÃO DE EQUIPAMENTOS PARA IMPLANTAÇÃO DE ACADEMIAS AO AR LIVRE, JUNTO A SECRETARIA DE DESPORTO E JUVENTUDE, DO MUNICÍPIO DE ACARAÚ-CE.",10/03/2020,FECHADA
1802.01/2020,"1.057.171,52","TOMADA DE PREÇOS",20/02/2020,"MENOR PREÇO","REFORMA DO COMPLEXO ESPORTIVO DO MUNICÍPIO DE ACARAÚ/CE, CONFORME PROJETO BÁSICO.",09/03/2020,FECHADA
1302.01/2020,"640.461,21","TOMADA DE PREÇOS",17/02/2020,"MENOR PREÇO","PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO VIÁRIA EM DIVERSAS RUAS DA SEDE E DISTRITOS DO MUNICÍPIO DE ACARAÚ/CE, CONFORME PROJETO BÁSICO.",06/03/2020,FECHADA
1202.01/2020,"211.483,62","TOMADA DE PREÇOS",17/02/2020,"MENOR PREÇO","REFORMA DO MERCADO DO PEIXE E DO MERCADO PÚBLICO DA CARNE DO MUNICÍPIO DE ACARAÚ/CE, CONFORME PROJETO BÁSICO.",04/03/2020,FECHADA
0602.01/2020,"1.435.774,32","TOMADA DE PREÇOS",11/02/2020,"MENOR PREÇO","REFORMA DE TREZE PRAÇAS E CONSTRUÇÃO DA PRAÇA DA LAGOA DA VOLTA NO MUNICÍPIO DE ACARAÚ/CE, CONFORME PROJETO BÁSICO.",03/03/2020,FECHADA
"1002.01/2020 PE","6.686.385,37",PREGÃO,12/02/2020,"MENOR PREÇO","AQUISIÇÕES DE GÊNEROS ALIMENTÍCIOS (PERECÍVEIS E NÃO-PERECÍVEIS), DESTINADOS AOS PROGRAMAS DA SECRETARIA DE EDUCAÇÃO DO MUNICÍPIO DE ACARAÚ/CE.",02/03/2020,FECHADA
0502.01/2020,"295.099,85",PREGÃO,07/02/2020,"MENOR PREÇO","AQUISIÇÃO DE URNAS MORTUÁRIAS E TRANSLADOS PARA ATENDER OS MUNÍCIPES EM SITUAÇÃO DE RISCO E VULNERABILIDADE SOCIAL, CONCEDIDOS ATRAVÉS DA SECRETARIA DE ASSISTÊNCIA SOCIAL DO MUNICÍPIO DE ACARAÚ/CE.",28/02/2020,FECHADA
"0302.01/2020 TP","422.681,17","TOMADA DE PREÇOS",05/02/2020,"MENOR PREÇO","PAVIMENTAÇÃO EM PEDRA TOSCA NA LOCALIDADE DE IMBÉ, NO MUNÍCIPIO DE ACARAÚ/CE, CONFORME PROJETO BÁSICO, CONFORME PROJETO BÁSICO.",27/02/2020,FECHADA
"0402.01/2020 PP","39.840,06",PREGÃO,06/02/2020,"MENOR PREÇO","AQUISIÇÃO DE MOBILIÁRIO PARA EQUIPAR A SEDE DO SAMU-192 DO MUNICIPIO DE ACARAÚ/CE",20/02/2020,FECHADA
2701.02/2020,"124.425,18","TOMADA DE PREÇOS",31/01/2020,"MENOR PREÇO","PAVIMENTAÇÃO EM PEDRA TOSCA NA LOCALIDADE DE MARAMBAIA NO DISTRITO DE ARANAÚ E NA RUA JOSÉ ANTONIO DA SILVEIRA NO DISTRITO DE JURITIANHA, NO MUNÍCIPIO DE ACARAÚ/CE.",19/02/2020,FECHADA
3001.02/2020,"1.638.480,40",PREGÃO,03/02/2020,"MENOR PREÇO","AQUISIÇÃO DE PLAYGROUND E BRINQUEDOS PARA PARQUE INFANTIL A SEREM IMPLANTADOS EM PRAÇAS PÚBLICAS DE RESPONSABILIDADE DA SECRETARIA DE ASSISTENCIA SOCIAL DO MUNICÍPIO DE ACARAÚ/CE.",18/02/2020,FECHADA
2701.01/2020,"50.319,96","TOMADA DE PREÇOS",30/01/2020,"MENOR PREÇO","CONTRATAÇÃO DOS SERVIÇOS DE HOSPEDAGEM, TRANSPORTE, REFEIÇÃO E ENCAMINHAMENTO DE PESSOAS CARENTES PARA ATEDIMENTO NOS HOSPITAIS DA CIDADE DE FORTALEZA/CE, DE RESPONSABILIDADE DA SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE.",17/02/2020,FECHADA
"3001.01/2020 PP","233.200,00",PREGÃO,31/01/2020,"MENOR PREÇO","LOCAÇÃO DE 02 (DOIS) ÔNIBUS RODOVIÁRIOS, PARA USO EXCLUSIVO DO TRANSPORTE UNIVERSITÁRIO DE RESPONSABILIDADE DA SECRETARIA DE EDUCAÇÃO DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",13/02/2020,FECHADA
"1001.01/2020 PP","523.370,00",PREGÃO,13/01/2020,"MENOR PREÇO","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS DE PUBLICAÇÕES OFICIAIS, EM JORNAIS DE GRANDE CIRCULAÇÃO E DIÁRIOS OFICIAIS, DESTINADOS AS DIVERSAS SECRETARIAS DO MUNICIPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",24/01/2020,FECHADA
"1501.01/2020 PP - SRP","4.453.010,10",PREGÃO,17/01/2020,"MENOR PREÇO","SELEÇÃO DE MELHOR PROPOSTA PARA REGISTRO DE PREÇOS VISANDO A CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO SERVIÇO DE PROVIMENTO DE SOLUÇÃO INTEGRADA PARA IMPLANTAÇÃO, TREINAMENTO, MANUTENÇÃO DE EQUIPAMENTOS PARA AUTOMAÇÃO DA SECRETARIA DE SAÚDE DE ACARAÚ/CE.",16/01/2020,FECHADA
2611.01/2019,"434.534,18","TOMADA DE PREÇOS",27/11/2019,"MENOR PREÇO","PAVIMENTAÇÃO EM PEDRA TOSCA NAS RUAS GEUDES MELO, TRAVESSA MESTRE URBANO NA SEDE E RUA PRINCIPAL NA LOCALIDADE DE ALMÉCEGAS, SEDE DO MUNICÍPIO DE ACARAÚ/CE",13/12/2019,FECHADA
"2510.01/2019 TP","477.545,36","TOMADA DE PREÇOS",31/10/2019,"MENOR PREÇO","CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE SERVIÇO TAPA BURACO EM VIAS E LOGRADOUROS PÚBLICOS (2ª ETAPA), NA SEDE, DISTRITOS E LOCALIDADES DO MUNICÍPIO DE ACARAÚ/CE.",21/11/2019,FECHADA
"2110.01/2019 TP","462.204,20","TOMADA DE PREÇOS",23/10/2019,"MENOR PREÇO","RECAPEAMENTO ASFÁLTICO EM VIAS PÚBLICAS, POVOADO DE VOLTA DO RIO, DISTRITO DE JURITIANHA, NO MUNICÍPIO DE ACARAÚ/CE.",14/11/2019,FECHADA
"2110.02/2019 TP","60.912,28","TOMADA DE PREÇOS",23/10/2019,"MENOR PREÇO","CONSTRUÇÃO DE CAIXA DÁGUA ELEVADA EM DIVERSAS LOCALIDADES NO MUNICÍPIO DE ACARAÚ/CE, CONFORME PROJETO BÁSICO.",14/11/2019,FECHADA
"1810.05/2019 TP","443.629,96","TOMADA DE PREÇOS",23/10/2019,"MENOR PREÇO","PAVIMENTAÇÃO EM PEDRA TOSCA NAS RUAS GEUDES MELO, TRAVESSA MESTRE URBANO NA SEDE E RUA PRINCIPAL NA LOCALIDADE DE ALMÉCEGAS, SEDE DO MUNICÍPIO DE ACARAÚ/CE.",12/11/2019,ANULADA
"1810.04/2019 TP","417.879,08","TOMADA DE PREÇOS",18/10/2019,"MENOR PREÇO","PAVIMENTAÇÃO EM PEDRA TOSCA NO ACESSO A PRAIA DE ESPRAIADO (2ª ETAPA), DISTRITO DE JURITIANHA NO MUNICÍPIO DE ACARAÚ/CE.",11/11/2019,FECHADA
"1810.03/2019 TP","387.713,58","TOMADA DE PREÇOS",18/10/2019,"MENOR PREÇO","PAVIMENTAÇÃO EM PEDRA TOSCA NO POVOADO DE VOLTA DO RIO, DISTRITO DE JURITIANHA, NO MUNICÍPIO DE ACARAÚ/CE, CONFORME PROJETO BÁSICO.",08/11/2019,FECHADA
"1810.02/2019 TP","700.489,12","TOMADA DE PREÇOS",21/10/2019,"MENOR PREÇO","CONSTRUÇÃO DO CALÇADÃO EM TRECHO DA AVENIDA NICODEMOS ARAÚJO, SEDE DO MUNICÍPIO DE ACARAÚ/CE.",06/11/2019,REVOGADA
"1810.01/2019 TP","262.012,38","TOMADA DE PREÇOS",21/10/2019,"MENOR PREÇO","CONSTRUÇÃO DE PRAÇAS PARA ACADEMIA DE SAÚDE AO AR LIVRE NO MUNICÍPIO DE ACARAÚ/CE.",06/11/2019,FECHADA
"0110.01/2019 PP","45.680,04",PREGÃO,03/10/2019,"MENOR PREÇO","LOCAÇÃO COM MANUTENÇÃO PREVENTIVA E CORRETIVA DE UM VENTILADOR PULMONAR DE TRANSPORTE E DE UM OXÍMETRO DE PULSO, DE RESPONSABILIDADE DA SECRETARIA DE SAUDE DO MUNICÍPIO DE ACARAÚ/CE",16/10/2019,FECHADA
"1209.01/2019 TP","20.966,65","TOMADA DE PREÇOS",17/09/2019,"MENOR PREÇO","CONTRATAÇÃO DOS SERVIÇOS DE HOSPEDAGEM, TRANSPORTE, REFEIÇÃO E ENCAMINHAMENTO DE PESSOAS CARENTES PARA ATEDIMENTO NOS HOSPITAIS DA CIDADE DE FORTALEZA/CE.",03/10/2019,FRACASSADA
"1109.01/2019 PP","56.786,64",PREGÃO,18/09/2019,"MENOR PREÇO","AQUISIÇÃO DE 04 (QUATRO) MOTOCICLETAS, DESTINADAS A SECRETARIA DE SEGURANÇA E TRÂNSITO DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",01/10/2019,FECHADA
"0609.01/2019 TP","2.044.305,94","TOMADA DE PREÇOS",12/09/2019,"MENOR PREÇO","REFORMA DE QUATORZE UNIDADES BÁSICAS DE SAÚDE NO MUNICÍPIO DE ACARAÚ/CE, CONFORME PROJETO BÁSICO.",30/09/2019,FECHADA
"1408.01/2019 TP","174.627,61","TOMADA DE PREÇOS",20/08/2019,"MENOR PREÇO","CONSTRUÇÃO DE BUEIROS EM DIVERSAS LOCALIDADES DO MUNICÍPIO DE ACARAÚ/CE, CONFORME PROJETO BÁSICO",05/09/2019,FECHADA
"0808.03/2019 TP","20.966,65","TOMADA DE PREÇOS",13/08/2019,"MENOR PREÇO","CONTRATAÇÃO DOS SERVIÇOS DE HOSPEDAGEM, TRANSPORTE, REFEIÇÃO E ENCAMINHAMENTO DE PESSOAS CARENTES PARA ATEDIMENTO NOS HOSPITAIS DA CIDADE DE FORTALEZA/CE.",30/08/2019,FRACASSADA
"0808.01/2019 TP","131.666,65","TOMADA DE PREÇOS",13/08/2019,"MENOR PREÇO","CONTRATAÇÃO DE PESSOA JURÍDICA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE PLANEJAMENTO, DESENVOLVIMENTO, ORGANIZAÇÃO, COORDENAÇÃO E EXECUÇÃO DO PROJETO DE INOVAÇÃO, ACELERAÇÃO DE EMPRESAS STARTUPS  INOVA ACARAÚ/CE.",29/08/2019,FECHADA
"0708.01/2019 TP","680.400,00","TOMADA DE PREÇOS",12/08/2019,"MENOR PREÇO","PRESTAÇÃO DE SERVIÇOS DE EXAMES DE ULTRASSONOGRAFIA, DESTINADOS A SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE.",28/08/2019,FECHADA
"2407.01/2019 PE","401.115,80",PREGÃO,26/07/2019,"MENOR PREÇO","AQUISIÇÃO DE MEDICAMENTOS DESTINADOS AS UNIDADES BÁSICAS DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE.",19/08/2019,FECHADA
"2507.02/2019 PP","273.725,46",PREGÃO,30/05/2019,"MENOR PREÇO","AQUISIÇÃO DE FARDAMENTO ESCOLAR, DESTINADO AOS ALUNOS DA REDE PÚBLICA MUNICIPAL DE EDUCAÇÃO INFANTIL E DE ENSINO FUNDAMENTAL DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",16/08/2019,FECHADA
"2507.01/2019 PP","44.184,00",PREGÃO,30/07/2019,"MENOR PREÇO","AQUISIÇÃO DE 04 (QUATRO) MOTOCICLETAS, DESTINADAS A SECRETARIA DE SEGURANÇA E TRÂNSITO DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",15/08/2019,DESERTA
"1807.01/2019 PP","153.530,02",PREGÃO,25/07/2019,"MENOR PREÇO","AQUISIÇÃO DE MATERIAIS PERMANENTES, DESTINADOS AS UNIDADES BÁSICAS DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",14/08/2019,FECHADA
"1507.01/2019 PP","329.208,00",PREGÃO,25/07/2019,"MENOR PREÇO","CONTRATAÇÃO DE EMPRESA PARA PRESTAR SERVIÇOS NO FORNECIMENTO DE 1.450 MB DE LINK DEDICADO DE INTERNET, DESTINADOS AS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",13/08/2019,FECHADA
"1607.01/2019 TP","180.000,00","TOMADA DE PREÇOS",24/07/2019,"MENOR PREÇO","CONTRATAÇÃO DE PRESTAÇÃO DE SERVIÇOS DE NATUREZA JURÍDICA  ASSESSORIA E CONSULTORIA  JUNTO ÁS SECRETARIAS DE ADMINISTRAÇÃO E FINANÇAS, SAÚDE E ASSISTÊNCIA SOCIAL DO MUNICIPIO DE ACARAÚ, COM VISTAS AO INTERESSE DA MUNICIPALIDADE.",07/08/2019,FECHADA
"0807.01/2019 PP","85.966,66",PREGÃO,09/07/2019,"MENOR PREÇO","AQUISIÇÃO DE 01 (UM) VEÍCULO AUTOMOTOR, DESTINADO A SECRETARIA DE SEGURANÇA E TRÂNSITO DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",19/07/2019,FECHADA
"2606.01/2019 TP","197.868,98","TOMADA DE PREÇOS",28/06/2019,"MENOR PREÇO","CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE SERVIÇO TAPA BURACO EM VIAS E LOGRADOUROS PÚBLICOS NA SEDE DO MUNICÍPIO DE ACARAÚ/CE, CONFORME PROJETO BÁSICO.",16/07/2019,FECHADA
"1406.01/2019 PP","85.966,66",PREGÃO,02/07/2019,"MENOR PREÇO","AQUISIÇÃO DE 02 (DOIS) VEÍCULOS AUTOMOTORES, DESTINADOS A SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",15/07/2019,FECHADA
"1305.02/2019 PP","188.646,44",PREGÃO,28/05/2019,"MENOR PREÇO","CONTRATAÇÃO DE SERVIÇOS TÉCNICOS ESPECIALIZADOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA DE APARELHOS DE REFRIGERADORES, FREEZERS E SIMILARES E AR CONDICIONADOS, DESTINADOS AS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",11/07/2019,FECHADA
"2205.01/2019 TP","117.600,00","TOMADA DE PREÇOS",04/07/2019,"MENOR PREÇO","CONTRATAÇÃO DE SERVIÇOS CONTÁBEIS E PROCESSAMENTO DE DADOS PARA OS CONSELHOS ESCOLARES MUNICIPAIS JUNTO AO MINISTÉRIO DO TRABALHO, RECEITA FEDERAL DO BRASIL E RECEITA PREVIDENCIÁRIA, DE RESPONSABILIDADE DA SECRETARIA DE EDUCAÇÃO DO MUNICÍPIO DE ACARAÚ/CE.",28/06/2019,FECHADA
"0606.02/2019 TP","1.067.237,24","TOMADA DE PREÇOS",10/06/2019,"MENOR PREÇO","CONSTRUÇÃO DE CAMPINHOS DE FUTEBOL EM DIVERSAS LOCALIDADES DO MUNICÍPIO DE ACARAÚ/CE, CONFORME PROJETO BÁSICO.",26/06/2019,FECHADA
"2905.02/2019 TP","521.939,59","TOMADA DE PREÇOS",07/06/2019,"MENOR PREÇO","CONTRATAÇÃO DE SERVIÇOS PARA CONCLUSÃO DAS AMPLIAÇÕES DE DUAS SALAS DE AULA NA EEIEF JOÃO RIBEIRO RAMOS  META 01, NA EEIEF HEMÍNIA FRANKLINA DA SILVEIRA  META 02, NO CEI DONA MINERVINA ROCHA  META 03, E NAS QUATRO SALAS DE AULA NA EEIEF JOÃO JAIME FERREIRA GOMES FILHO  META 04, NO MUNICÍPIO DE ACARAÚ/CE, CONFORME PROJETO BÁSICO.",26/06/2019,FECHADA
"0805.01/2019 PP","847.600,00",PREGÃO,06/06/2019,"MENOR PREÇO","CONTRATAÇÃO DE SERVIÇOS PARA FORNECIMENTO DE REFEIÇÕES, LANCHES PRONTOS E SERVIÇOS DE BUFFET, DESTINADOS AS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",25/06/2019,FECHADA
"2905.01/2019 TP","214.276,98","TOMADA DE PREÇOS",31/05/2019,"MENOR PREÇO","CONTRATAÇÃO DE SERVIÇOS ESPECIALIZADOS PARA REALIZAR O PRÉ-VESTIBULAR (CAPACITAÇÃO) DE ALUNOS DA REDE PÚBLICA MUNICIPAL DE ENSINO MÉDIO DE ACARAÚ/CE, PARA PARTICIPAR DE ENEM (EXAME NACIONAL DO ENSINO MÉDIO), ATRAVÉS DA SECRETARIA DE EDUCAÇÃO DESTE MUNICÍPIO.",18/06/2019,FECHADA
"2705.01/2019 PP","290.812,50",PREGÃO,04/06/2019,"MENOR PREÇO","CONTRATAÇÃO DE EMPRESA PARA PRESTAR SERVIÇOS NO FORNECIMENTO DE 1.140 GB DE LINK DEDICADO DE INTERNET, DESTINADOS AS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",17/06/2019,REVOGADA
"1505.03/2019 PP","3.362.649,38",PREGÃO,20/05/2019,"MENOR PREÇO","AQUISIÇÃO DE MATERIAISAMBULATORIAIS E ODONTOLÓGICOS, DESTINADOSA SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",06/06/2019,FECHADA
"1505.02/2019 PP","187.154,15",PREGÃO,20/05/2019,"MENOR PREÇO","AQUISIÇÃO DE MATERIAL PERMANENTE E DE INFORMÁTICA PARA A SEDE DA SECRETARIA DE EDUCAÇÃO E ESCOLAS DA REDE MUNICIPAL DE ENSINO DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",05/06/2019,FECHADA
"1505.01/2019 PP","176.688,29",PREGÃO,20/05/2019,"MENOR PREÇO","AQUISIÇÃO DE MATERIAL PERMANENTE E DE INFORMÁTICA, PARA ATENDER AS NECESSIDADES DOS PROGRAMAS, SERVIÇOS E PROJETOS DA SECRETARIA DE ASSISTÊNCIA SOCIAL DO MUNICÍPIO ACARAÚ/CE.",03/06/2019,FECHADA
"1305.01/2019 PP","298.951,99",PREGÃO,16/05/2019,"MENOR PREÇO","AQUISIÇÃO DE MATERIAL DE LIMPEZA E HIGIENE PESSOAL, DESTINADOS AOS PROGRAMAS E A SECRETARIA DE ASSISTÊNCIA SOCIAL DO MUNICÍPIO ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",29/05/2019,FECHADA
"0305.01/2019 TP","139.200,00","TOMADA DE PREÇOS",06/05/2019,"MENOR PREÇO","PRESTAÇÃO DE SERVIÇOS DE ASSESSORIA ADMINISTRATIVA ESPECIALIZADA E CONTINUADA NA ORIENTAÇÃO E APOIO DAS UNIDADES EXECUTORAS DO SISTEMA DE CONTROLE INTERNO EXCLUSIVAMENTE NAS ÁREAS DE ALMOXARIFADO, BENS PERMANENTES E CONTROLE DE FROTA DE VEÍCULOS, COM FORNECIMENTO DE SISTEMA INFORMATIZADO DE CONTROLE, DESTINADOS AS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAU/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",22/05/2019,FECHADA
"2204.01/2019 TP","5.000.000,00","TOMADA DE PREÇOS",29/04/2019,"MENOR PREÇO","CONTRATAÇÃO DE SERVIÇOS ESPECIALIZADOS EM ASSESSORIA E CONSULTORIA PREVIDENCIÁRIA VISANDO A RECUPERAÇÃO DE CRÉDITOS, JUNTO A FAZENDA NACIONAL DE RESPONSABILIDADE DA SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO E FINANÇAS DE ACARAÚ/CE.",15/05/2019,FECHADA
"1504.01/2019 PP","2.146.663,09",PREGÃO,24/04/2019,"MENOR PREÇO","CONTRATAÇÃO DE SERVIÇOS DE IMPRESSÃO OFF-SET, LASER E DIGITAL, DESTINADOS AS SECRETARIAS DE EDUCAÇÃO, SAÚDE E ASSISTÊNCIA SOCIAL DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",08/05/2019,FECHADA
"0204.01/2019 PE","11.847.271,20",PREGÃO,17/04/2019,"MENOR PREÇO","CONTRATAÇÃO DE PESSOA JURÍDICA PARA PRESTAÇÃO DE SERVIÇOS DE MÃO DE OBRA TERCEIRIZADA, DE FORMA CONTÍNUA, REGIDO PELA CONSOLIDAÇÃO DAS LEIS TRABALHISTAS (CLT), PARA ATENDER ÀS NECESSIDADES DE DIVERSAS SECRETARIAS DA PREFEITURA MUNICIPAL DE ACARAU/CE.",06/05/2019,FECHADA
"0304.01/2019 TP","207.630,90","TOMADA DE PREÇOS",10/04/2019,"MENOR PREÇO","COMPRA DE SERVIÇOS COMPLEMENTARES JUNTO AO SUS - SISTEMA ÚNICO DE SAÚDE: CONSULTAS ESPECIALIZADAS DE OTORRINOLARINGOLOGIA, EXAMES DE LARINGOSCOPIA, EXAMES DE NASOFIBROSCOPIA, REMOÇÃO DE CORPO ESTRANHO (NARIZ, OUVIDO) E BIÓPSIA DE CAVIDADE ORAL, NASAL, AURICULAR, DE RESPONSABILIDADE DA SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAU/CE.",29/04/2019,DESERTA
"2603.01/2019 PP","222.555,02",PREGÃO,29/03/2019,"MENOR PREÇO","AQUISIÇÃO DE MATERIAIS DE LIMPEZA, COPA E COZINHA, DESTINADOS A SECRETARIA MUNICIPAL DE EDUCAÇÃO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",23/04/2019,FECHADA
